Sales,Ad_Spend,Email_Campaigns,Website_Traffic,Avg_Rating,Discount_Pct,Competitor_Price_Index,Inventory_Level,Social_Media_Engagement,Season,Product_Type,Category_ID,Month
426.3,67.26,8,110.62,4.43,4.47,105.82,571,58.49,Summer,Home,107,8
242.16,33.89,8,63.9,4.27,13.8,90.46,711,38.81,Fall,Home,107,9
331.1,43.58,8,128.97,3.15,5.56,99.15,910,28.47,Fall,Home,107,10
344.28,20.44,10,160.82,3.59,9.26,117.79,691,58.54,Fall,Home,107,11
429.06,67.58,9,154.79,3.62,8.77,94.18,752,29.95,Winter,Home,107,12
164.76,10.29,8,85.93,4.36,17.43,83,1962,25.4,Winter,Home,107,13
454.95,20.01,8,269.73,3.63,13.77,98.61,865,72.7,Spring,Home,107,14
391.71,37.96,10,177.34,3.8,10.1,86.83,958,29.37,Spring,Home,107,15
389.49,33.51,9,175.27,3.79,16.03,91.58,733,42.21,Spring,Home,107,16
430.61,38.33,7,222.64,4.6,2.75,72.29,906,56.5,Summer,Home,107,17
710.79,17.78,7,492.66,4.62,22.17,92.09,898,30.43,Summer,Home,107,18
275.94,34.43,7,94.93,4.04,11.38,40.61,2408,35.8,Winter,Electronics,108,1
434.84,36.54,11,185.81,4.93,11.57,104.68,1186,33.43,Winter,Electronics,108,2
380.67,54.29,4,81.6,4.88,12.59,82.03,697,39.62,Spring,Electronics,108,3
430.42,23.22,6,229.14,3.76,7.87,101.35,1585,46.09,Spring,Electronics,108,4
209.17,12.37,13,88.65,3.92,9.29,108.28,1656,65.7,Spring,Electronics,108,5
381.65,50.64,6,169.24,4.51,5.16,133.47,1502,59.87,Summer,Electronics,108,6
512.67,9.12,7,336.03,3.56,11.09,98.17,1522,52.1,Summer,Electronics,108,7
208.08,31.21,3,50.33,4.55,24.26,121.04,1238,40.12,Summer,Electronics,108,8
337.45,12.85,5,116.69,4.48,8.97,128.74,497,42.38,Fall,Electronics,108,9
251.45,36.12,9,72.48,3.28,9.54,85.1,1196,38.47,Fall,Electronics,108,10
577.94,39.02,2,292.61,4.35,9.18,70.39,892,29.21,Fall,Electronics,108,11
301.02,7.82,6,136.03,4.57,9.76,95.74,931,26.58,Winter,Electronics,108,12
486.46,48.29,5,224.39,4.13,20.77,103.24,1108,37.44,Winter,Electronics,108,13
325.36,9.37,2,161.58,3.62,7.19,142.9,654,17.89,Spring,Electronics,108,14
391.22,63.96,3,90.54,3.22,11.63,83.17,823,66.62,Spring,Electronics,108,15
401.37,76.16,9,76.17,3.96,10.17,100.89,657,77.1,Spring,Electronics,108,16
368.05,20.71,8,124.87,4.84,2.27,85.6,992,45.11,Summer,Electronics,108,17
376.16,46.98,10,156.18,4.73,12.43,117.56,1659,56.77,Summer,Electronics,108,18
417.5,95.59,5,105.65,4.69,8.16,94.39,1597,49.07,Winter,Home,109,1
446.13,45.53,8,160.93,4.46,6.89,97.69,619,32.09,Winter,Home,109,2
383.53,13.47,10,207.28,4.59,9.63,126.9,1164,21.31,Spring,Home,109,3
590.22,36.61,12,316.15,3.82,15.36,112.83,1005,64.68,Spring,Home,109,4
256.83,9.61,11,144.82,4.71,9.29,119.67,1894,59.33,Spring,Home,109,5
368.99,20.23,9,232.07,4.12,8,112.8,1716,71.3,Summer,Home,109,6
489.45,48.47,12,226.36,4.99,13.36,101.43,248,37.31,Summer,Home,109,7
456.2,106.7,6,97.03,4.62,8.25,96.69,589,42.3,Summer,Home,109,8
299.92,43.79,12,114.19,4.91,7.19,106.22,1744,38.83,Fall,Home,109,9
218.37,9.68,6,136.89,3.98,12.84,96.68,1547,64.16,Fall,Home,109,10
384.01,32.84,9,202.4,3.07,24.79,115.7,1065,20.18,Fall,Home,109,11
309.39,25.07,10,124.23,4.12,14.59,115.73,1059,56.82,Winter,Home,109,12
405.37,36.34,16,167.07,4.09,7.09,117.83,937,35.67,Winter,Home,109,13
360.7,13.17,10,162.84,4.47,10.96,109.88,496,57.43,Spring,Home,109,14
324.3,16.4,12,176.13,3.01,10.21,92.7,515,47.19,Spring,Home,109,15
367.68,83.01,9,39.89,4.42,9.68,95.8,625,45.11,Spring,Home,109,16
369.48,31.26,8,119.98,4.49,6.73,118.58,581,75.83,Summer,Home,109,17
208.98,22.99,7,37.84,3.91,20.93,103.93,1082,66.74,Summer,Home,109,18
265.34,18.66,10,114.67,3.86,10.17,66.98,534,89.49,Winter,Fashion,110,1
327.33,47.49,11,156.73,4.03,7.36,66.22,1417,42.68,Winter,Fashion,110,2
203.48,58.07,6,45.91,3.05,8.97,78.95,1583,83.54,Spring,Fashion,110,3
312.45,50.82,4,123.29,4.71,3.99,95.45,1148,54.62,Spring,Fashion,110,4
274.36,21.86,6,96.46,4.82,13.17,99.69,307,33.36,Spring,Fashion,110,5
392.69,55.7,9,142.78,4.22,12.98,98.67,1302,78.91,Summer,Fashion,110,6
164.9,15.99,5,88.47,4.36,10.5,81.62,1211,39.81,Summer,Fashion,110,7
453.31,15.75,10,288.68,4.17,6.15,117.06,971,79.61,Summer,Fashion,110,8
278.95,32.09,5,130.65,3.57,22.6,106.3,1394,39,Fall,Fashion,110,9
269.46,52.04,7,58.5,4.32,21.36,83.27,818,69.97,Fall,Fashion,110,10
248.31,23.78,6,98.25,4.45,10.93,114.5,920,70.41,Fall,Fashion,110,11
371.61,12.22,9,202.57,3.95,10.17,117.89,1344,83.56,Winter,Fashion,110,12
223.04,12.55,7,106.01,4.75,12.57,93.78,1105,18.48,Winter,Fashion,110,13
308.06,47.86,4,139.45,4.25,4.64,63,1298,37.66,Spring,Fashion,110,14
652.11,22.21,13,410.55,3.58,6.35,103.3,573,29.87,Spring,Fashion,110,15
241.62,14.89,5,103.37,4.19,15.71,94.33,1074,68.59,Spring,Fashion,110,16
260.78,30.2,5,124.62,4.13,3.51,111.87,435,35.92,Summer,Fashion,110,17
388.17,62.98,8,167.6,4.25,8.74,108.51,1029,38.05,Summer,Fashion,110,18
228.4,23.84,7,63.89,4.26,4.48,128.47,1617,39.72,Winter,Fashion,111,1
429.02,58.11,3,179.96,4.67,6.52,98.85,1224,43.79,Winter,Fashion,111,2
302.2,43.23,10,95.37,3.97,8.83,80.17,1547,64.14,Spring,Fashion,111,3
232.07,22.31,11,75.32,4.83,7.34,111.68,949,20.1,Spring,Fashion,111,4
427.01,28.23,9,193.92,4.57,12.11,110.53,934,69.87,Spring,Fashion,111,5
683.65,35.8,8,441.87,4.52,8.43,106.86,1109,18.5,Summer,Fashion,111,6
446.93,20.7,6,292.93,4.63,4.56,111.5,888,50.22,Summer,Fashion,111,7
202.83,20.94,7,88.4,4.61,15.63,104.37,1344,54.88,Summer,Fashion,111,8
186.07,13.84,6,80.75,3.76,11.12,97.7,556,37.28,Fall,Fashion,111,9
371.17,94.8,4,82.2,4.52,7.47,87.6,1886,33.3,Fall,Fashion,111,10
518.07,38.29,7,279.96,3.39,12.03,82.1,686,33.32,Fall,Fashion,111,11
363.9,14.75,13,160.98,4.6,14.35,123.9,824,41.87,Winter,Fashion,111,12
459.73,45.27,8,239.07,4.66,12.06,105.08,2214,40.71,Winter,Fashion,111,13
349.17,29.74,11,201.95,4.33,6.22,110.69,1450,45.37,Spring,Fashion,111,14
434.27,18.54,13,262.51,4.71,1.79,110.5,1434,57.39,Spring,Fashion,111,15
411.75,61.31,6,151.55,3.44,9.97,74.59,889,54.37,Spring,Fashion,111,16
194.04,18.51,9,72.68,4.49,11.86,117.63,1312,39.59,Summer,Fashion,111,17
265.44,11.79,7,189.27,4.08,8.68,87.37,1530,47.88,Summer,Fashion,111,18
283.98,23.94,13,128.11,4.46,11.62,99.24,1127,36.25,Winter,Fashion,112,1
448.61,55.67,13,156.81,3.8,21.83,107.07,727,76.57,Winter,Fashion,112,2
279.84,28.11,9,100.54,3.77,12.09,95.72,1121,47.68,Spring,Fashion,112,3
173.78,9.02,8,61.45,4.17,24.21,92.79,946,85.39,Spring,Fashion,112,4
403.4,22.01,7,231.29,4.08,7.63,98.02,773,55.61,Spring,Fashion,112,5
297.86,12.51,10,119.8,4.62,7.16,117.26,520,20.72,Summer,Fashion,112,6
337.43,15.26,9,166.63,4.39,17.21,113.72,774,50.28,Summer,Fashion,112,7
307.97,20.99,8,128.49,4.58,9.51,106.15,475,68.07,Summer,Fashion,112,8
360.85,45.31,11,147.98,4.56,11.61,123.16,1166,26.74,Fall,Fashion,112,9
371.47,30.6,6,144.75,3.97,14.83,98.51,515,43.76,Fall,Fashion,112,10
150,11.83,10,65.21,4.61,9.7,111.67,1401,48.17,Fall,Fashion,112,11
309.96,40.82,2,116.15,4.3,12.25,88.64,1428,77.48,Winter,Fashion,112,12
271.56,32.62,5,107.06,4.38,16.3,101.4,1052,31.07,Winter,Fashion,112,13
192.27,5.59,7,95.32,4.23,15.59,100.31,1550,56.94,Spring,Fashion,112,14
269.98,43.17,8,101.91,3.5,12.09,121.28,1669,64.71,Spring,Fashion,112,15
437.68,63.46,4,172.86,4.68,14.26,97.57,733,57.16,Spring,Fashion,112,16
306.64,30.98,12,151.17,4.08,12.56,87.97,1229,72.32,Summer,Fashion,112,17
234.88,20.45,9,103.09,4.69,11.29,95.44,1167,60.59,Summer,Fashion,112,18
569.38,12.95,13,342.42,4.81,29.73,119.3,812,51.23,Winter,Home,113,1
315.07,20.78,14,119.68,4.06,11.65,110.12,1045,36.27,Winter,Home,113,2
402.32,26.25,14,299.71,4.74,6.3,87.54,2147,19.36,Spring,Home,113,3
475.42,10.07,9,316.07,4.13,14.46,112.51,1143,72.32,Spring,Home,113,4
424.99,41.34,10,163.37,4.37,7.02,114.42,543,81.33,Spring,Home,113,5
348.95,37.87,9,148.95,4.11,22.99,95.59,857,62.27,Summer,Home,113,6
229.05,27.21,7,115.06,4.92,6.91,105.17,1307,59.21,Summer,Home,113,7
146.09,12.78,3,61.82,4.79,14.44,94.76,1623,65.3,Summer,Home,113,8
618.44,31.27,8,403.5,2.89,10.45,115.12,1380,69.08,Fall,Home,113,9
510.14,47.38,9,227.09,4.07,3.28,89.71,425,24.99,Fall,Home,113,10
215.45,7.39,5,88.82,3.76,4.83,109.94,534,91.99,Fall,Home,113,11
308.69,20.87,5,125.84,3.85,7.33,98.62,798,68.87,Winter,Home,113,12
479.47,64.15,4,177.05,2.89,12.36,82.49,650,36.75,Winter,Home,113,13
305.92,23.93,11,124.9,3.89,11.41,77.41,251,43.52,Spring,Home,113,14
479.1,49.87,13,236.45,4.23,11.43,82.7,599,35.44,Spring,Home,113,15
243.75,29.6,4,86.44,4.02,10.72,119.53,1113,55.83,Spring,Home,113,16
537.2,25.82,7,324.76,4.03,3.16,103.08,592,68.43,Summer,Home,113,17
307.49,18.89,9,183.55,4.02,16.46,95.23,1462,76.99,Summer,Home,113,18
328.25,22.57,7,112.43,4.06,13.06,85.37,1005,29.14,Winter,Electronics,114,1
369.62,22.34,11,107.4,4.1,4.48,106.87,369,44.91,Winter,Electronics,114,2
445.04,20.41,6,242.91,4.01,0.96,93.05,1431,70.26,Spring,Electronics,114,3
313.13,28.88,6,90.33,4.4,23.51,76.09,268,46.27,Spring,Electronics,114,4
415.99,16.6,7,240.3,4.8,4.99,87.27,1111,39.63,Spring,Electronics,114,5
293.92,25.92,6,86.51,3.77,18.54,111.79,899,53.96,Summer,Electronics,114,6
272.32,7.95,6,129.23,3.98,6.25,105.4,807,34.51,Summer,Electronics,114,7
479.74,66.86,6,150.16,4.23,8.53,78.59,594,34.13,Summer,Electronics,114,8
426.79,77.16,4,137.61,3.89,14.88,80.38,2014,46.19,Fall,Electronics,114,9
346.12,17.05,7,122.51,4.72,23.57,103.92,131,29.27,Fall,Electronics,114,10
424.64,15.03,8,244.06,4.31,12.21,89.21,1359,45.54,Fall,Electronics,114,11
501.39,24.72,5,254.2,4.08,4.58,90.65,430,49.7,Winter,Electronics,114,12
384.28,18.07,5,184.49,4.83,14.11,97.86,1661,46.83,Winter,Electronics,114,13
563.04,55.97,8,278.04,4.77,10.64,84.26,1184,60.69,Spring,Electronics,114,14
258.78,43.6,7,69.42,4.58,7.49,67.62,843,46.01,Spring,Electronics,114,15
509.94,70.1,10,161.23,4.04,27.41,96.25,663,42.47,Spring,Electronics,114,16
491.53,17.07,5,326.89,4.32,17.72,106.19,1441,34.74,Summer,Electronics,114,17
524.5,42.05,13,290.52,4.41,5.97,96.59,1075,54.75,Summer,Electronics,114,18
275.57,17.17,6,166.9,4.05,7.89,103.24,575,32.25,Winter,Fashion,115,1
410.46,71.44,8,144.48,4.34,6.7,85.63,462,27.33,Winter,Fashion,115,2
338.35,37.43,6,117.19,4.73,32.16,68.44,522,58.71,Spring,Fashion,115,3
338.1,48.48,7,131.2,3.09,8.32,98.65,379,78.84,Spring,Fashion,115,4
215.33,48.46,12,28.19,3.97,3.67,92.88,1168,66.24,Spring,Fashion,115,5
738.97,149.66,9,204.81,4.43,17.95,121.84,438,47.07,Summer,Fashion,115,6
380.28,45.98,5,134.15,4.88,6.23,95.75,590,44.34,Summer,Fashion,115,7
321.45,20.45,3,150.44,4.14,17.57,117.76,1154,9.77,Summer,Fashion,115,8
536.21,49.53,4,248.88,4.86,6.03,101.04,928,21.6,Fall,Fashion,115,9
282.43,22.51,8,162.87,4.28,13.45,112.55,875,65.56,Fall,Fashion,115,10
284.79,58.75,5,78.76,4.85,15.36,105.12,1459,53.42,Fall,Fashion,115,11
442.5,19.91,8,218.38,4.43,9.19,115.56,313,17.21,Winter,Fashion,115,12
540.08,40.99,14,244.18,4.03,18.56,99.47,960,44.89,Winter,Fashion,115,13
447.8,58.08,8,163.6,4.64,4.6,92.88,822,50.33,Spring,Fashion,115,14
283.62,27.84,9,132.18,4.13,18.22,88.56,1249,33.46,Spring,Fashion,115,15
344.73,75.84,8,73.63,4.28,8.67,107.23,527,23.91,Spring,Fashion,115,16
374.6,32,6,197.28,4.83,6.15,83.97,644,78.83,Summer,Fashion,115,17
230.77,20.71,7,129.73,4.09,13.06,110.58,1972,54.25,Summer,Fashion,115,18
343.1,39.11,16,152.45,4.3,9.52,94.47,475,36.6,Winter,Fashion,116,1
421.26,25.83,10,240.36,3.52,9.5,83.19,747,44.69,Winter,Fashion,116,2
467.55,49.39,3,257.27,2.91,22.11,105.31,840,72.57,Spring,Fashion,116,3
326.2,44.97,3,123.91,4.45,11.92,81.7,897,37.43,Spring,Fashion,116,4
399.36,53.25,9,186.94,4.6,6.39,60.9,796,41.38,Spring,Fashion,116,5
185.92,27.14,3,82.77,3.81,0.09,91.85,1324,60.83,Summer,Fashion,116,6
181.95,14.23,6,82.16,3.89,6.25,140.46,1643,78.46,Summer,Fashion,116,7
313.51,38.56,5,74.52,4.82,31.77,66.75,564,68.25,Summer,Fashion,116,8
394.03,31.29,5,222.03,4.14,10.36,97.04,377,49.89,Fall,Fashion,116,9
265.24,22.28,9,154.14,4.7,12.35,78.86,705,22.93,Fall,Fashion,116,10
365.5,42.27,3,199.4,3.74,6.27,142.53,1925,65.82,Fall,Fashion,116,11
348.72,35.67,5,162.18,4.03,10.78,87.8,930,48.48,Winter,Fashion,116,12
429.43,65.24,9,184.54,3.38,9.11,95.69,831,33.74,Winter,Fashion,116,13
179.71,13.19,6,64.47,4.25,19.15,101.77,883,70.49,Spring,Fashion,116,14
206.83,8.25,11,120.72,3.62,25.6,109.01,603,67.21,Spring,Fashion,116,15
178.74,13.56,7,96.29,3.17,7.43,102.92,665,83.49,Spring,Fashion,116,16
457.2,23.17,4,265.89,4.3,11.79,92.96,781,51.2,Summer,Fashion,116,17
469.81,24.83,11,314.32,3.77,21.76,75.36,762,54.84,Summer,Fashion,116,18
578.42,49.7,8,253.7,4.93,14.77,101.32,1168,75.26,Winter,Electronics,117,1
227.14,27.82,6,94.31,4.07,6.88,86.38,1681,48.46,Winter,Electronics,117,2
353.81,33.56,16,124.34,2.97,9.05,110.98,1052,65.12,Spring,Electronics,117,3
258.77,7.13,5,117.9,3.74,3,132.32,931,52.09,Spring,Electronics,117,4
419.38,31.94,7,169.77,3.79,2.86,123.46,719,52.38,Spring,Electronics,117,5
376.83,67.58,7,98.85,4.11,7.28,115.77,932,57.98,Summer,Electronics,117,6
399.05,19.43,8,157.75,4.21,10.66,77.13,467,42.25,Summer,Electronics,117,7
193.76,17.25,12,38.93,4.96,7.1,85.6,1047,71.75,Summer,Electronics,117,8
612.6,56.88,6,313.42,4.38,6.2,82.93,947,51.09,Fall,Electronics,117,9
624.05,11.96,12,369.44,4.99,4.19,118.53,1022,51.1,Fall,Electronics,117,10
247.69,28.48,6,89.33,3.98,19.88,94.64,1259,32.6,Fall,Electronics,117,11
492.72,45.19,9,185.1,4.13,14.42,102.02,706,45.44,Winter,Electronics,117,12
410.85,18.92,10,231.58,3.87,27.13,83.95,749,14.32,Winter,Electronics,117,13
315.82,33.72,11,100.24,4.42,25.39,72.84,658,43.48,Spring,Electronics,117,14
352.01,40.69,11,96.8,4.28,15.27,119.68,832,63.97,Spring,Electronics,117,15
451.32,56.92,8,169.79,3.9,3.92,110.09,770,39.47,Spring,Electronics,117,16
189.96,16.23,16,55.55,4.35,8.13,71.12,234,54.61,Summer,Electronics,117,17
303.81,12.19,8,216.4,4.18,7.24,106.7,1415,22.94,Summer,Electronics,117,18
236.9,52.39,4,47.53,4.18,20.2,66.01,490,9.71,Winter,Fashion,118,1
487.31,119.96,8,78.76,3.46,4.91,135.97,1314,60.82,Winter,Fashion,118,2
490.79,81.3,9,179.3,4.84,11.27,65.05,881,42.38,Spring,Fashion,118,3
371.82,48.48,10,149.25,4.72,2.77,110.89,622,75.01,Spring,Fashion,118,4
217.58,30.54,5,42.82,4.09,4.66,133.16,330,54.12,Spring,Fashion,118,5
500.25,74.19,7,219.49,4.92,16.49,127.24,1312,47.98,Summer,Fashion,118,6
283.49,14.08,3,185.65,4.44,16.25,74.22,595,49.44,Summer,Fashion,118,7
352.19,70.32,1,106.32,4.93,14.69,94.91,502,66.76,Summer,Fashion,118,8
362.3,60.17,11,156.43,4.99,9.08,88.84,1009,18.39,Fall,Fashion,118,9
203.77,20.77,3,90.76,3.63,7.44,108.98,1572,45.81,Fall,Fashion,118,10
214.28,23.91,11,45.75,4.72,11.44,128.22,712,24.39,Fall,Fashion,118,11
401.9,29.27,9,200.19,4.41,9,102.4,776,60.59,Winter,Fashion,118,12
319.26,12.99,9,148.71,4.42,11.03,84.77,287,38.26,Winter,Fashion,118,13
429.2,35.79,5,170.31,4.68,18.73,92.14,453,62.01,Spring,Fashion,118,14
335.03,76.69,3,84.03,3.71,5.01,104.48,916,90.18,Spring,Fashion,118,15
550.33,59,7,280.78,4.15,16.08,115.82,771,36.52,Spring,Fashion,118,16
367.37,94.84,6,65.31,3.75,10.55,129.17,650,53.19,Summer,Fashion,118,17
332.23,25.87,10,148.25,4.6,7.9,117.6,560,50.2,Summer,Fashion,118,18
218.64,28.1,9,80.66,3.31,16.11,94.11,750,61.53,Winter,Fashion,119,1
327.09,32.46,4,119.36,4.57,16.69,123.28,893,65.47,Winter,Fashion,119,2
419.54,18.4,4,306.33,3.72,17.89,118.98,876,64.08,Spring,Fashion,119,3
519.38,59.68,10,250.21,4.39,1.16,119.99,1415,49.06,Spring,Fashion,119,4
290.02,14.82,10,110.26,4.52,9.79,107.9,592,75.61,Spring,Fashion,119,5
288.32,19.34,4,141.5,3.97,23.74,87.3,894,57.27,Summer,Fashion,119,6
327.44,25.41,4,131.38,4.95,12.03,97.57,244,52.5,Summer,Fashion,119,7
217.46,8.99,10,108.77,4.27,22.8,95.69,1196,60.69,Summer,Fashion,119,8
554.29,32.15,6,268.11,4.39,7.8,92.18,153,51.63,Fall,Fashion,119,9
278.76,15.97,13,121.54,4.32,8,97.63,846,39.32,Fall,Fashion,119,10
413.36,17.72,5,225.91,4.29,24.54,124.93,729,38.96,Fall,Fashion,119,11
415.63,13.97,8,187.95,4.94,7.13,105.93,473,32.52,Winter,Fashion,119,12
260.76,22.85,4,127.85,3.9,7.67,101.04,1612,42.27,Winter,Fashion,119,13
600.08,61.27,11,326.67,4.46,10.43,120.57,1331,35.15,Spring,Fashion,119,14
291.85,22.85,5,112.33,3.91,2.34,98.32,306,32.8,Spring,Fashion,119,15
342.18,26.46,3,155.71,3.69,6.33,96.7,483,80.99,Spring,Fashion,119,16
305.2,21.57,10,115.29,4.8,0.96,97.39,883,30.56,Summer,Fashion,119,17
164.38,21.72,8,90.86,3.65,9.16,116.24,1335,52.46,Summer,Fashion,119,18
611.82,106.34,10,182.74,4.74,20.77,108.72,939,47.52,Winter,Fashion,120,1
416.05,35.26,9,176.99,4.27,9.45,123.84,908,80.51,Winter,Fashion,120,2
439.14,13.36,10,270.09,4.45,11.02,120.6,922,69.86,Spring,Fashion,120,3
309.58,45.94,12,120.04,4.72,2.29,65.14,1039,61.83,Spring,Fashion,120,4
374.54,65.43,10,138.81,3.62,17.48,97.32,930,48.02,Spring,Fashion,120,5
301.69,36.01,7,160.72,4.49,8.86,119.34,1237,43.36,Summer,Fashion,120,6
283.42,6.86,9,191.94,3.19,13.24,90.59,642,49.14,Summer,Fashion,120,7
176.38,16.73,10,45.99,3.94,9.69,100.92,346,19.87,Summer,Fashion,120,8
468.99,51.39,6,226.59,3.81,14.95,106.94,925,30.24,Fall,Fashion,120,9
209.83,37.96,11,63.3,4.12,3.14,108.31,1053,69.34,Fall,Fashion,120,10
241.64,31.04,9,93.46,3.75,16.47,99.21,516,27.21,Fall,Fashion,120,11
364.08,16.29,9,156.07,4.93,4.82,108.07,427,73.5,Winter,Fashion,120,12
218.23,24.67,8,58.73,3.55,8.82,88.99,935,13.21,Winter,Fashion,120,13
264.24,54.14,7,43.32,3.94,6.73,80.3,591,70.3,Spring,Fashion,120,14
302.82,22.57,6,150.91,4.7,15.99,88.76,1569,71.88,Spring,Fashion,120,15
423.25,65.12,4,189.23,3.71,7.15,108.83,1122,66.28,Spring,Fashion,120,16
596.71,50.18,3,314.15,4.04,3.92,114.51,314,68.85,Summer,Fashion,120,17
276.29,44.75,5,126.78,4.15,15.33,85.29,1413,32,Summer,Fashion,120,18
379.05,35.71,8,125.26,4.81,4.85,128.31,738,74.47,Winter,Electronics,121,1
756.84,73.56,3,378.7,4.23,5.11,89.8,1107,48.49,Winter,Electronics,121,2
358.25,24.04,10,145.83,3.96,8.22,87.51,484,61.14,Spring,Electronics,121,3
503.37,17.73,11,262.87,4.44,4.64,81.07,126,81.95,Spring,Electronics,121,4
552.46,64.09,4,196.09,4.92,11.32,87.7,537,65.37,Spring,Electronics,121,5
835.05,47.48,16,519.03,3.74,6.66,139.89,788,74.59,Summer,Electronics,121,6
460.35,43.68,6,176.29,4.87,8.75,100.55,557,75,Summer,Electronics,121,7
281.62,14.15,7,114.94,3.55,13.79,65.57,392,43.36,Summer,Electronics,121,8
480.15,16.12,13,236.8,2.87,3.62,80.35,404,53.56,Fall,Electronics,121,9
396.77,45.42,9,149.61,3.58,10.48,120.58,732,58.02,Fall,Electronics,121,10
358.96,36.31,10,105.93,3.92,14.57,119.68,896,65.3,Fall,Electronics,121,11
404.54,42.97,11,118.89,4.54,15.61,77.97,1081,54.13,Winter,Electronics,121,12
262.18,15.9,5,85.92,4.41,7.88,92.89,888,46.31,Winter,Electronics,121,13
429.72,23.14,4,179.21,3.97,14.76,96.7,840,62.84,Spring,Electronics,121,14
227.52,10.91,7,126.72,3.59,24.26,88.76,1935,68.81,Spring,Electronics,121,15
339.32,70.05,11,35.96,3.91,10.03,97.63,1295,51,Spring,Electronics,121,16
515.29,69.59,7,184.56,4.58,5.16,100.53,900,75.06,Summer,Electronics,121,17
309.66,20.21,7,171.5,3.65,9.37,83.52,1617,81.98,Summer,Electronics,121,18
473.23,28.64,4,236.98,4.24,5.46,112.58,844,61.39,Winter,Electronics,122,1
549.32,42.52,10,198.82,4.62,17.4,97.05,565,76.55,Winter,Electronics,122,2
438.95,40.29,4,180.19,4.83,18.45,118.43,931,69.79,Spring,Electronics,122,3
539.33,17.96,9,321.48,4.25,10.4,83.51,1236,47.84,Spring,Electronics,122,4
346.82,33.57,6,148.49,4.36,16.03,109.11,1473,64.33,Spring,Electronics,122,5
413.48,51.91,7,123.23,4.55,19.88,81.67,775,19.46,Summer,Electronics,122,6
448.2,12.64,14,324.1,4.54,14.96,84.99,2143,35.89,Summer,Electronics,122,7
245.44,32.62,5,77.44,4.38,12.65,106.73,944,20.83,Summer,Electronics,122,8
351.75,34,9,192.68,4.01,15.4,90.11,1786,54.28,Fall,Electronics,122,9
424.36,53.97,5,217.91,3.55,12.14,94.44,1915,65.82,Fall,Electronics,122,10
394.48,24.97,7,154.74,3.56,8.5,117.37,545,45.66,Fall,Electronics,122,11
213.72,21.59,10,64.13,3.33,5.1,87.6,926,84.66,Winter,Electronics,122,12
423.48,24.79,8,201.67,4.3,12.79,106.47,1744,46.74,Winter,Electronics,122,13
773.41,70.86,8,383.94,4.52,16.34,123.4,675,15.89,Spring,Electronics,122,14
344.43,57.6,4,108.27,3.57,9.91,108.48,2088,64.91,Spring,Electronics,122,15
270.91,12.31,9,122.77,4.16,1.16,93.38,1600,73.91,Spring,Electronics,122,16
419.72,20.76,5,208.05,4.59,2.06,114.06,804,32.43,Summer,Electronics,122,17
365.2,22.17,5,193.16,4.47,15.89,105.97,1634,81.45,Summer,Electronics,122,18
395.33,57.43,8,99.11,4.47,15.97,86.43,557,58.57,Winter,Home,123,1
461.79,47.64,4,178.5,3.6,10.6,93.08,869,86.71,Winter,Home,123,2
790.13,133.58,8,313.7,4.3,11.7,114.84,1033,37.15,Spring,Home,123,3
290.7,41.19,11,75.43,4.36,3.86,101.3,932,89.64,Spring,Home,123,4
303.26,10.16,9,206.48,3.92,12.67,87.46,1925,16.45,Spring,Home,123,5
315.08,24.27,4,119.07,4.52,3.02,122.9,428,22.68,Summer,Home,123,6
383.5,107.55,11,59.59,4.55,19.8,108.46,914,69.71,Summer,Home,123,7
605.33,51.14,8,287.77,3.66,6.5,122.01,760,57.98,Summer,Home,123,8
378.03,49.97,11,119.7,4.22,0.6,118.79,650,19.6,Fall,Home,123,9
326.5,26.09,9,72.48,4.58,15.95,117.51,755,69.1,Fall,Home,123,10
283.04,41.33,6,110.47,4,21.37,97.02,1337,50.39,Fall,Home,123,11
264.88,24.66,9,114.4,4.17,6.25,75.69,1150,32.56,Winter,Home,123,12
397.83,52.94,7,146.77,4.32,3.19,73.16,857,32.32,Winter,Home,123,13
373.87,30.84,11,186.52,3.54,7.76,98.99,1014,48.86,Spring,Home,123,14
283.3,14.15,7,110.07,4.64,10.22,132.18,696,6.73,Spring,Home,123,15
413.84,99.05,10,105.46,3.34,5.08,79.07,1033,46,Spring,Home,123,16
650.82,39.9,7,334.38,4.85,9.62,103.95,366,63.23,Summer,Home,123,17
240.52,13.56,8,143.39,3.59,13.35,82.72,1246,8.58,Summer,Home,123,18
356.42,40.06,10,178.34,4.65,4.49,81.39,1559,64.51,Winter,Fashion,124,1
295.72,9.23,13,144.57,4.68,12.34,117.7,853,65,Winter,Fashion,124,2
218.02,9.23,7,155.91,3.17,25.66,118.71,1182,41.08,Spring,Fashion,124,3
213.54,20.13,4,56.43,4.61,5.91,123.07,889,70.52,Spring,Fashion,124,4
151.5,7.67,8,56.6,4.42,4.96,104.47,919,26.97,Spring,Fashion,124,5
452.55,33.77,8,238.06,4.52,5,107.41,1201,63.85,Summer,Fashion,124,6
370.18,78.37,9,94.93,3.69,4.35,110.39,876,31.99,Summer,Fashion,124,7
442.06,42.93,5,220.35,3.32,6.44,95.18,833,37.27,Summer,Fashion,124,8
370.78,15.69,9,228.88,3.7,15.25,100.5,582,34.03,Fall,Fashion,124,9
388.19,47.46,13,120.34,4.39,7.25,143.12,890,44.6,Fall,Fashion,124,10
